ItemNum,SubItemNum,ItemStartDate,ItemEndDate,Category,Group,SubGroup,SubHeading,ItemType,FeeType,ProviderType,NewItem,ItemChange,AnaesChange,DescriptorChange,FeeChange,EMSNChange,EMSNCap,BenefitType,BenefitStartDate,FeeStartDate,ScheduleFee,Benefit100,BasicUnits,EMSNStartDate,EMSNEndDate,EMSNFixedCapAmount,EMSNMaximumCap,EMSNPercentageCap,EMSNDescription,EMSNChangeDate,DescriptionStartDate,Description,QFEStartDate,QFEEndDate,DerivedFeeStartDate,DerivedFee,Benefit75,Benefit85,Anaes
73442,,01.11.2023,,6,P7,,,S,N,,N,N,N,N,N,N,N,C,01.11.2023,01.11.2023,500.00,,,,,,,,,,01.11.2023,"Re-analysis of whole exome or genome data obtained under a service to which item 73440 or 73441 applies, for characterisation of previously unreported germline gene variants for childhood hearing loss in a patient, if:(a) the re-analysis is requested by a specialist or consultant physician; and(b) the re-analysis is performed at least 24 months after:(i) the service to which items 73440 or 73441 applies has been provided to the patient; or(ii) a service to which this item applies is performed for the patient Applicable twice per lifetime",,,,,375.00,425.00,
73443,,01.11.2023,,6,P7,,,S,N,,N,N,N,N,N,N,N,C,01.11.2023,01.11.2023,400.00,,,,,,,,,,01.11.2023,"Characterisation of one or more familial germline gene variants known to be causative or likely causative of childhood hearing loss in a person, if:(a) the person tested is a biological relative of a patient with a germline gene variant known to be causative or likely causative of hearing loss confirmed by laboratory findings; and(b) the result of a previous proband testing is made available to the laboratory undertaking the characterisation",,,,,300.00,340.00,
73444,,01.11.2023,,6,P7,,,S,N,,N,N,N,N,N,N,N,C,01.11.2023,01.11.2023,1200.00,,,,,,,,,,01.11.2023,"Characterisation of all germline variants in one or more genes known to cause hearing loss in a person, if:(a) the characterisation is requested by a specialist or consultant physician; and(b) the characterisation is for the reproductive partner of a patient with a pathogenic or likely pathogenic recessive germline gene variant known to cause hearing loss confirmed by laboratory findings; and(c) the result of the patient’s previous testing is made available to the laboratory undertaking the characterisation",,,,,900.00,1097.60,
73445,,01.11.2023,,6,P7,,,S,N,,N,N,N,N,N,N,N,C,01.11.2023,01.11.2023,1100.00,,,,,,,,,,01.11.2023,"Characterisation of a variant or variants in a panel of at least 25 genes using DNA and RNA, requested by a specialist or consultant physician, to determine the diagnosis, prognosis and/or management of a patient presenting with a clinically suspected haematological malignancy of myeloid origin Applicable once per diagnostic episode, at diagnosis, disease progression or relapse",,,,,825.00,997.60,
73446,,01.11.2023,,6,P7,,,S,N,,N,N,N,N,N,N,N,C,01.11.2023,01.11.2023,1100.00,,,,,,,,,,01.11.2023,"Characterisation of a variant or variants in a panel of at least 25 genes using DNA and RNA, requested by a specialist or consultant physician, to determine the diagnosis, prognosis and/or management of a patient presenting with a clinically suspected haematological malignancy of lymphoid origin Applicable once per diagnostic episode, at diagnosis, disease progression or relapse",,,,,825.00,997.60,
73447,,01.11.2023,,6,P7,,,S,N,,N,N,N,N,N,N,N,C,01.11.2023,01.11.2023,927.90,,,,,,,,,,01.11.2023,"Characterisation of a variant or variants in a panel of at least 25 genes using DNA, requested by a specialist or consultant physician, to determine the diagnosis, prognosis and/or management of a patient presenting with a clinically suspected haematological malignancy of myeloid origin Applicable once per diagnostic episode, at diagnosis, disease progression or relapse",,,,,695.95,825.50,
73448,,01.11.2023,,6,P7,,,S,N,,N,N,N,N,N,N,N,C,01.11.2023,01.11.2023,927.90,,,,,,,,,,01.11.2023,"Characterisation of a variant or variants in a panel of at least 25 genes using DNA, requested by a specialist or consultant physician, to determine the diagnosis, prognosis and/or management of a patient presenting with a clinically suspected haematological malignancy of lymphoid origin Applicable once per diagnostic episode, at diagnosis, disease progression or relapse",,,,,695.95,825.50,
73451,,01.11.2023,,6,P7,,,S,N,,N,N,N,N,N,N,N,C,01.11.2023,01.11.2023,400.00,,,,,,,,,,01.01.2025,"Testing of a patient (who is pregnant or planning pregnancy) to identify carrier status for pathogenic or likely pathogenic variants in a gene mentioned in paragraph (a), (b) or (c), to determine: (a) for the cystic fibrosis transmembrane conductance regulator (CFTR) gene—reproductive risk of cystic fibrosis; (b) for the survival motor neuron 1 (SMN1) gene—reproductive risk of spinal muscular atrophy; (c) for the fragile X messenger ribonucleoprotein 1 (FMR1) gene—reproductive risk of fragile X syndrome; (other than a service associated with a service to which item 73300, 73305, 73345, 73346, 73347, 73348, 73349 or 73350 applies) One test per lifetime",,,,,300.00,340.00,
73452,,01.11.2023,,6,P7,,,S,N,,N,N,N,N,N,N,N,C,01.11.2023,01.11.2023,400.00,,,,,,,,,,01.11.2023,"Testing of the reproductive partner of a patient who has been found to be a carrier of a pathogenic or likely pathogenic variant in the CFTR or SMN1 gene identified by testing under item 73451, for the purpose of determining the couple’s reproductive risk of cystic fibrosis or spinal muscular atrophy One test per condition per lifetime",,,,,300.00,340.00,
73453,,01.11.2023,,6,P7,,,S,N,,N,N,N,N,N,N,N,C,01.11.2023,01.11.2023,425.00,,,,,,,,,,01.11.2023,Characterisation of germline pathogenic or likely pathogenic gene variants: (a) in at least the following genes: (i) ASPA; (ii) BLM; (iii) CFTR; (iv) ELP1; (v) FANCA; (vi) FANCC; (vii) FANCG; (viii) FMR1; (ix) G6PC1; (x) GBA1; (xi) HEXA; (xii) MCOLN1; (xiii) SLC37A4; (xiv) SMN1; (xv) SMPD1; and (b) in a patient of reproductive age who is of Ashkenazi Jewish descent for the purpose of ascertaining the patient’s carrier status for the following: (i) Bloom syndrome (ii) Canavan disease (iii) Cystic fibrosis (iv) Familial dysautonomia (v) Fanconi anaemia type C (vi) Fragile-X syndrome (vii) Gaucher disease (viii) Glycogen storage disease type I (ix) Mucolipidosis type IV (x) Niemann-Pick disease type A 7 (xi) Spinal muscular atrophy (xii) Tay-Sachs disease Applicable once per lifetime,,,,,318.75,361.25,
73454,,01.11.2023,,6,P7,,,S,N,,N,N,N,N,N,N,N,C,01.11.2023,01.11.2023,1200.00,,,,,,,,,,01.11.2023,"Whole gene sequencing of a gene or genes described in item 73453, in a patient who is the reproductive partner of an individual who is affected by, or is a known genetic carrier of, one or more conditions described in item 73453 (other than cystic fibrosis, fragile‑X syndrome or spinal muscular atrophy), for the purpose of determining the couple’s combined reproductive risk of the conditions, if: (a) the patient is not eligible for a service to which item 73453 applies; and (b) the patient has not received a service to which item 73453 applies; and (c) the patient has not received a service to which this item applies for the purpose of determining the patient’s reproductive risk with the patient’s current reproductive partner Applicable once per couple per lifetime",,,,,900.00,1097.60,
73455,,01.11.2023,,6,P7,,,S,N,,N,N,N,N,N,N,N,C,01.11.2023,01.11.2023,1600.00,,,,,,,,,,01.11.2023,"Testing of a pregnant patient, if at least one prospective parent is known to be affected by, or is a genetic carrier of, one or more conditions described in item 73453, for the purpose of determining whether a familial variant or variants are present in the fetus, if: (a) the testing is requested by a specialist or consultant physician; and (b) there is at least a 25% risk of the fetus inheriting a condition described in paragraph (b) of item 73453",,,,,1200.00,1497.60,
73456,,01.11.2023,,6,P7,,,S,N,,N,N,N,N,N,N,N,C,01.11.2023,01.11.2023,2100.00,,,,,,,,,,01.11.2023,"Characterisation by whole genome sequencing, or by either or both whole exome sequencing and mitochondrial DNA sequencing, of germline variants present in nuclear DNA and in mitochondrial DNA of a patient with a strong suspicion of a mitochondrial disease, if: (a) the characterisation is requested by a specialist or consultant physician; and (b) the characterisation is requested because of the onset of one or more clinical features indicative of mitochondrial disease, including at least one or more of the following: (i) meeting the clinical criteria of a probable indicator of mitochondrial disease on a relevant scoring system; (ii) evident mitochondrial dysfunction or decompensation; (iii) unexplained hypotonia or weakness, profound hypoglycaemia or “failure to thrive” in the presence of a metabolic acidosis; (iv) unexplained single or multi-organ dysfunction or fulminant failure (including, but not limited to, neuropathies, myopathies, hepatopathy, pancreatic and/or bone marrow failure); (v) refractory or atypical seizures, developmental delays or cognitive regression, or progressive encephalopathy or progressive encephalomyopathy; (vi) cardiomyopathy and/or cardiac arrythmias; (vii) rapid hearing or painless visual loss or ptosis; (viii) stroke-like episodes or nonvasculitic strokes; (ix) ataxia, encephalopathy, seizures, muscle fatigue or weakness; (x) external ophthalmoplegia; (xi) hearing loss, diabetes, unexplained short stature, or endocrinopathy; (xii) family history of mitochondrial disease, or any of the above; and (c) the service is not a service associated with a service to which item 73358, 73359 or 73457 applies Applicable only once per lifetime",,,,,1575.00,1997.60,
73457,,01.11.2023,,6,P7,,,S,N,,N,N,N,N,N,N,N,C,01.11.2023,01.11.2023,3300.00,,,,,,,,,,01.11.2023,"Characterisation by whole genome sequencing, or either or both whole exome sequencing and mitochondrial DNA sequencing, of germline variants present in nuclear DNA and in mitochondrial DNA, of a patient with a strong suspicion of a mitochondrial disease, if: (a) the characterisation is performed using a sample from the patient and a sample from each of the patient’s biological parents; and (b) the request for the characterisation states that singleton testing is inappropriate; and (c) the characterisation is requested by a specialist or consultant physician; and (d) the characterisation is requested because of the onset of one or more clinical features indicative of mitochondrial disease, including at least one or more of the following: (i) meeting the clinical criteria of a probable indicator of mitochondrial disease on a relevant scoring system; (ii) evident mitochondrial dysfunction or decompensation; (iii) unexplained hypotonia or weakness, profound hypoglycaemia or “failure to thrive” in the presence of a metabolic acidosis; (iv) unexplained single or multi-organ dysfunction or fulminant failure (including, but not limited to, neuropathies, myopathies, hepatopathy, pancreatic and/or bone marrow failure); (v) refractory or atypical seizures, developmental delays or cognitive regression, or progressive encephalopathy or progressive encephalomyopathy; (vi) cardiomyopathy and/or cardiac arrythmias; (vii) rapid hearing or painless visual loss or ptosis; (viii) stroke-like episodes or nonvasculitic strokes; (ix) ataxia, encephalopathy, seizures, muscle fatigue or weakness; (x) external ophthalmoplegia; (xi) hearing loss, diabetes, unexplained short stature, or endocrinopathy; (xii) family history of mitochondrial disease; and (e) the service is not a service associated with a service to which item 73358, 73359 or 73456 applies Applicable only once per lifetime",,,,,2475.00,3197.60,
73458,,01.11.2023,,6,P7,,,S,N,,N,N,N,N,N,N,N,C,01.11.2023,01.11.2023,500.00,,,,,,,,,,01.11.2023,"Re-analysis of whole genome or whole exome or mitochondrial DNA data obtained in performing a service to which item 73456 or 73457 applies, for characterisation of previously unreported germline variants related to the clinical phenotype, if: (a) the re-analysis is requested by a specialist or consultant physician; and (b) the patient is strongly suspected of having a monogenic mitochondrial disease; and (c) the re-analysis is performed at least 24 months after: (i) the service to which item 73456 or 73457 applies; or (ii) a service to which this item applies Applicable twice per lifetime",,,,,375.00,425.00,
73459,,01.11.2023,,6,P7,,,S,N,,N,N,N,N,N,N,N,C,01.11.2023,01.11.2023,1600.00,,,,,,,,,,01.11.2023,"Testing for diagnostic purposes of a pregnant patient, for detection in the fetus of a gene variant or variants present in the parents, if: (a) the gene variant or variants are: (i) a variant or variants in the mitochondrial genome identified in the oocyte donating parent; or (ii) autosomal recessive variants identified in both biological parents within the same gene; or (iii) an autosomal dominant or X-linked variant identified in either biological parent; or (iv) identified in a biological sibling of the fetus; and (b) the causative variant or variants for the condition of the fetus’ first-degree relative have been confirmed by laboratory findings; and (c) the detection is requested by a specialist or consultant physician; and (d) the service is not a service associated with a service to which item 73361, 73362, 73363 or 73462 applies",,,,,1200.00,1497.60,
73460,,01.11.2023,,6,P7,,,S,N,,N,N,N,N,N,N,N,C,01.11.2023,01.11.2023,450.00,,,,,,,,,,01.11.2023,"Characterisation of mitochondrial DNA deletion or variant for diagnostic purposes in a patient suspected to have mitochondrial disease, if: (a) the characterisation is requested by the specialist or consultant physician managing the patient’s treatment; and (b) the patient displays onset of one or more clinical features indicative of mitochondrial disease, including at least one or more of the following: (i) meeting the clinical criteria of a probable indicator of mitochondrial disease on a relevant scoring system; (ii) evident mitochondrial dysfunction or decompensation; (iii) unexplained hypotonia or weakness, profound hypoglycaemia or ‘failure to thrive’ in the presence of a metabolic acidosis; (iv) unexplained single or multi-organ dysfunction or fulminant failure (including, but not limited to, neuropathies, myopathies, hepatopathy, pancreatic and/or bone marrow failure); (v) refractory or atypical seizures, developmental delays or cognitive regression, or progressive encephalopathy or progressive encephalomyopathy; (vi) cardiomyopathy and/or cardiac arrythmias; (vii) rapid hearing or painless visual loss or ptosis; (viii) stroke-like episodes or nonvasculitic strokes; (ix) ataxia, encephalopathy, seizures, muscle fatigue or weakness; (x) external ophthalmoplegia; (xi) hearing loss, diabetes, unexplained short stature, or endocrinopathy; (xii) family history of mitochondrial disease; and (c) the service is performed following a service to which items 73292, 73358, 73359, 73456 or 73457 applies for the same patient if the results were non-informativeApplicable 3 times per lifetime",,,,,337.50,382.50,
73461,,01.11.2023,,6,P7,,,S,N,,N,N,N,N,N,N,N,C,01.11.2023,01.11.2023,1200.00,,,,,,,,,,01.11.2023,"Whole gene testing of a person for the characterisation of all germline gene variants within the same gene in which the person’s reproductive partner has a pathogenic or likely pathogenic germline recessive gene variant for mitochondrial disease, if: (a) the partner’s germline recessive gene variant is confirmed by laboratory findings; and (b) the characterisation is requested by a specialist or consultant physician",,,,,900.00,1097.60,
73462,,01.11.2023,,6,P7,,,S,N,,N,N,N,N,N,N,N,C,01.11.2023,01.11.2023,400.00,,,,,,,,,,01.11.2023,"Testing of a person for the detection of a single gene variant, if: (a) the person tested has a biological relative with a known pathogenic or likely pathogenic mitochondrial disease variant confirmed by laboratory findings; and (b) the testing is requested by a specialist or consultant physician; and (c) the service is not a service associated with a service to which item 73361, 73362 or 73363 applies",,,,,300.00,340.00,
73521,,01.12.1991,,6,P8,,,S,N,,N,Y,N,N,Y,N,N,C,01.02.1992,01.07.2025,9.95,,,,,,,,,,01.12.1991,Semen examination for presence of spermatozoa or examination of cervical mucus for spermatozoa (Huhner's test),,,,,7.50,8.50,
73523,,01.12.1991,,6,P8,,,S,N,,N,Y,N,N,Y,N,N,C,01.02.1992,01.07.2025,42.75,,,,,,,,,,01.05.2007,"Semen examination (other than post-vasectomy semen examination), including: (a) measurement of volume, sperm count and motility; and (b) examination of stained preparations; and (c) morphology; and (if performed) (d) differential count and 1 or more chemical tests; (Item is subject to rule 25)",,,,,32.10,36.35,
73525,,01.12.1991,,6,P8,,,S,N,,N,Y,N,N,Y,N,N,C,01.02.1992,01.07.2025,29.05,,,,,,,,,,01.07.1994,Sperm antibodies - sperm-penetrating ability - 1 or more tests,,,,,21.80,24.70,
73527,,01.12.1991,,6,P8,,,S,N,,N,Y,N,N,Y,N,N,C,01.02.1992,01.07.2025,10.25,,,,,,,,,,01.05.2002,Human chorionic gonadotrophin (HCG) - detection in serum or urine by 1 or more methods for diagnosis of pregnancy - 1 or more tests,,,,,7.70,8.75,
73529,,01.12.1991,,6,P8,,,S,N,,N,Y,N,N,Y,N,N,C,01.02.1992,01.07.2025,29.35,,,,,,,,,,01.11.1999,"Human chorionic gonadotrophin (HCG), quantitation in serum by 1 or more methods (except by latex, membrane, strip or other pregnancy test kit) for diagnosis of threatened abortion, or follow up of abortion or diagnosis of ectopic pregnancy, including any services performed in item 73527 - 1 test",,,,,22.05,24.95,
73801,,01.12.1991,,6,P9,,,S,N,,N,N,N,N,N,N,N,C,01.02.1992,01.01.2013,6.90,,,,,,,,,,01.07.1994,Semen examination for presence of spermatozoa,,,,,5.20,5.90,
73802,,01.12.1991,,6,P9,,,S,N,,N,N,N,N,N,N,N,C,01.02.1992,01.01.2013,4.55,,,,,,,,,,01.07.1994,"Leucocyte count, erythrocyte sedimentation rate, examination of blood film (including differential leucocyte count), haemoglobin, haematocrit or erythrocyte count - 1 test",,,,,3.45,3.90,
73803,,01.12.1991,,6,P9,,,S,N,,N,N,N,N,N,N,N,C,01.02.1992,01.01.2013,6.35,,,,,,,,,,01.07.1994,2 tests described in item 73802,,,,,4.80,5.40,
73804,,01.12.1991,,6,P9,,,S,N,,N,N,N,N,N,N,N,C,01.02.1992,01.01.2013,8.15,,,,,,,,,,01.07.1994,3 or more tests described in item 73802,,,,,6.15,6.95,
73805,,01.12.1991,,6,P9,,,S,N,,N,N,N,N,N,N,N,C,01.02.1992,01.01.2013,4.55,,,,,,,,,,01.11.2018,"Microscopy of urine, excluding dipstick testing.",,,,,3.45,3.90,
73806,,01.12.1991,,6,P9,,,S,N,,N,N,N,N,N,N,N,C,01.02.1992,01.01.2013,10.15,,,,,,,,,,01.07.1994,Pregnancy test by 1 or more immunochemical methods,,,,,7.65,8.65,
73807,,01.12.1991,,6,P9,,,S,N,,N,N,N,N,N,N,N,C,01.02.1992,01.01.2013,6.90,,,,,,,,,,01.07.1994,"Microscopy for wet film other than urine, including any relevant stain",,,,,5.20,5.90,
73808,,01.12.1991,,6,P9,,,S,N,,N,N,N,N,N,N,N,C,01.02.1992,01.01.2013,8.65,,,,,,,,,,01.07.1994,"Microscopy of Gram-stained film, including (if performed) a service described in item 73805 or 73807",,,,,6.50,7.40,
73809,,01.12.1991,,6,P9,,,S,N,,N,N,N,N,N,N,N,C,01.02.1992,01.01.2013,2.35,,,,,,,,,,01.12.1991,"Chemical tests for occult blood in faeces by reagent stick, strip, tablet or similar method",,,,,1.80,2.00,
73810,,01.12.1991,,6,P9,,,S,N,,N,N,N,N,N,N,N,C,01.02.1992,01.01.2013,6.90,,,,,,,,,,01.07.1994,"Microscopy for fungi in skin, hair or nails - 1 or more sites",,,,,5.20,5.90,
73811,,01.12.1991,,6,P9,,,S,N,,N,N,N,N,N,N,N,C,01.02.1992,01.01.2013,11.20,,,,,,,,,,01.02.1992,Mantoux test,,,,,8.40,9.55,
73812,,01.11.2021,,6,P9,,,S,N,,N,N,N,N,N,N,N,C,01.11.2021,01.11.2021,11.80,,,,,,,,,,01.07.2023,"Quantitation of glycated haemoglobin (HbA1c) performed in the management of established diabetes, if performed: (a) as a point‑of‑care test; and (b) by or on behalf of a medical practitioner who works in a general practice that is accredited to the Royal Australian College of General Practitioners Standards for point‑of-care testing under the National General Practice Accreditation Scheme; and (c) using a method certified by the National Glycohemoglobin Standardization Program (NGSP), if the instrumentation used has a total coefficient variation less than 3.0% at 48 mmol/mol (6.5%) Applicable not more than 3 times per 12 months per patient",,,,,8.85,10.05,
73813,,01.11.2024,,6,P9,,,S,N,,N,N,N,N,N,N,N,B,01.11.2024,01.11.2024,117.65,,,,,,,,,,01.11.2024,"Detection performed by, or on behalf of, a medical practitioner of: (a) chlamydia trachomatis (CT) and neisseria gonorrhoeae (NG) via molecular point-of-care testing for the diagnosis of CT or NG infection; and (b) trichomonas vaginalis (TV) via molecular point-of-care testing for the diagnosis of TV infection",,,,,,100.05,
73825,,01.11.2024,,6,P9,,,S,N,,N,N,N,N,N,N,N,B,01.11.2024,01.11.2024,117.65,,,,,,,,,,01.11.2024,Detection performed by a participating nurse practitioner of: (a) chlamydia trachomatis (CT) and neisseria gonorrhoeae (NG) via molecular point-of-care testing for the diagnosis of CT or NG infection; and (b) trichomonas vaginalis (TV) via molecular point-of-care testing for the diagnosis of TV infection,,,,,,100.05,
73826,,01.11.2021,,6,P9,,,D,N,,N,N,N,N,N,N,N,C,01.11.2021,01.11.2021,11.80,,,,,,,,,,01.11.2023,"Quantitation of glycated haemoglobin (HbA1c) performed by a participating nurse practitioner in the management of established diabetes when performed: (a) as a point‑of‑care test; (b) by a nurse practitioner who works in a general practice that is accredited to the Royal Australian College of General Practitioners Standards for point-of-care testing under the National General Practice Accreditation Scheme; and (c) using a method and instrument certified by the National Glycohemoglobin Standardization Program (NGSP), if the instrument has a total coefficient variation less than 3.0% at 48 mmol/mol (6.5%) Applicable not more than 3 times per 12 months per patient",,,,,8.85,10.05,
73828,,01.11.2011,,6,P9,,,D,N,,N,N,N,N,N,N,N,B,01.11.2011,01.01.2013,6.90,,,,,,,,,,01.11.2011,Semen examination for presence of spermatozoa by a participating nurse practitioner,,,,,,5.90,
73829,,01.11.2011,,6,P9,,,D,N,,N,N,N,N,N,N,N,B,01.11.2011,01.01.2013,4.55,,,,,,,,,,01.11.2011,"Leucocyte count, erythrocyte sedimentation rate, examination of blood film (including differential leucocyte count), haemoglobin, haematocrit or erythrocyte count by a participating nurse practitioner - 1 test",,,,,,3.90,
73830,,01.11.2011,,6,P9,,,D,N,,N,N,N,N,N,N,N,B,01.11.2011,01.01.2013,6.35,,,,,,,,,,01.11.2011,2 tests described in item 73829 by a participating nurse practitioner,,,,,,5.40,
73831,,01.11.2011,,6,P9,,,D,N,,N,N,N,N,N,N,N,B,01.11.2011,01.01.2013,8.15,,,,,,,,,,01.11.2011,3 or more tests described in item 73829 by a participating nurse practitioner,,,,,,6.95,
73832,,01.11.2011,,6,P9,,,D,N,,N,N,N,N,N,N,N,B,01.11.2011,01.01.2013,4.55,,,,,,,,,,01.11.2019,"Microscopy of urine, excluding dipstick testing by a participating nurse practitioner.",,,,,,3.90,
73833,,01.11.2011,,6,P9,,,D,N,,N,N,N,N,N,N,N,B,01.11.2011,01.01.2013,10.15,,,,,,,,,,01.11.2011,Pregnancy test by 1 or more immunochemical methods by a participating nurse practitioner,,,,,,8.65,
73834,,01.11.2011,,6,P9,,,D,N,,N,N,N,N,N,N,N,B,01.11.2011,01.01.2013,6.90,,,,,,,,,,01.11.2011,"Microscopy for wet film other than urine, including any relevant stain by a participating nurse practitioner",,,,,,5.90,
73835,,01.11.2011,,6,P9,,,D,N,,N,N,N,N,N,N,N,B,01.11.2011,01.01.2013,8.65,,,,,,,,,,01.11.2011,"Microscopy of Gram-stained film, including (if performed) a service described in item 73832 or 73834 by a participating nurse practitioner",,,,,,7.40,
73836,,01.11.2011,,6,P9,,,D,N,,N,N,N,N,N,N,N,B,01.11.2011,01.01.2013,2.35,,,,,,,,,,01.11.2011,"Chemical tests for occult blood in faeces by reagent stick, strip, tablet or similar method by a participating nurse practitioner",,,,,,2.00,
73837,,01.11.2011,,6,P9,,,D,N,,N,N,N,N,N,N,N,B,01.11.2011,01.01.2013,6.90,,,,,,,,,,01.11.2011,"Microscopy for fungi in skin, hair or nails by a participating nurse practitioner - 1 or more sites",,,,,,5.90,
73839,,01.12.2015,,6,P9,,,D,N,,N,N,N,N,N,N,N,C,01.12.2015,01.12.2015,16.80,,,,,,,,,,16.03.2018,Quantitation of HbA1c (glycated haemoglobin) performed for the diagnosis of diabetes in asymptomatic patients at high risk - not more than once in a 12 month period. (Item is subject to restrictions in rule PR.9.1 of explanatory notes to this category),,,,,12.60,14.30,
73840,,01.12.2000,,6,P9,,,D,N,,N,N,N,N,N,N,N,C,01.12.2000,01.01.2013,17.00,,,,,,,,,,16.03.2018,Quantitation of glycosylated haemoglobin performed in the management of established diabetes – each test to a maximum of 4 tests in a 12 month period. (Item is subject to restrictions in rule PR.9.1 of explanatory notes to this category),,,,,12.75,14.45,
73844,,01.01.2006,,6,P9,,,D,N,,N,N,N,N,N,N,N,C,01.01.2006,01.01.2013,20.35,,,,,,,,,,01.11.2021,Quantitation of urinary albumin/creatine ratio in urine on a random spot collection in the management of patients with established diabetes or patients at risk of microalbuminuria.,,,,,15.30,17.30,
73899,,01.11.2015,,6,P10,,,S,N,,N,N,N,N,N,N,N,C,01.11.2015,01.11.2015,5.95,,,,,,,,,,01.11.2015,Initiation of a patient episode that consists of a service described in item 72858 or 72859 in circumstances other than those mentioned in item 73900,,,,,4.50,5.10,
73900,,01.11.2015,,6,P10,,,S,N,,N,N,N,N,N,N,N,C,01.11.2015,01.11.2015,2.40,,,,,,,,,,01.11.2015,Initiation of a patient episode that consists of a service described in item 72858 or 72859 if the service is rendered in a prescribed laboratory.,,,,,1.80,2.05,
73920,,01.07.2008,,6,P10,,,S,N,,N,N,N,N,N,N,N,C,01.07.2008,01.01.2013,2.40,,,,,,,,,,01.07.2008,"Initiation of a patient episode by collection of a specimen for 1 or more services (other than those services described in items 73922, 73924 or 73926) if the specimen is collected in an approved collection centre that the APA operates in the same premises as it operates a category GX or GY pathology laboratory",,,,,1.80,2.05,
73922,,01.05.2007,,6,P10,,,S,N,,N,N,N,N,N,N,N,C,01.05.2007,01.01.2013,8.20,,,,,,,,,,01.11.2022,"Initiation of a patient episode that consists of a service described in item 73070, 73071, 73072, 73074, 73075 or 73076 (in circumstances other than those described in item 73923)",,,,,6.15,7.00,
73923,,01.05.2007,,6,P10,,,S,N,,N,N,N,N,N,N,N,C,01.05.2007,01.01.2013,2.40,,,,,,,,,,01.11.2022,"Initiation of a patient episode that consists of a service described in items 73070, 73071, 73072, 73074, 73075 or 73076 if: (a) the person is a private patient in a recognised hospital; or (b) the person receives the service from a prescribed laboratory",,,,,1.80,2.05,
73924,,01.05.2007,,6,P10,,,S,N,,N,N,N,N,N,N,N,C,01.05.2007,01.01.2013,14.65,,,,,,,,,,01.05.2012,"Initiation of a patient episode that consists of 1 or more services described in items 72813, 72816, 72817, 72818, 72823, 72824, 72825, 72826, 72827, 72828, 72830, 72836 and 72838 (in circumstances other than those described in item 73925) from a person who is an in-patient of a hospital.",,,,,11.00,12.50,
73925,,01.05.2007,,6,P10,,,S,N,,N,N,N,N,N,N,N,C,01.05.2007,01.01.2013,2.40,,,,,,,,,,01.05.2012,"Initiation of a patient episode that consists of 1 or more services described in items 72813, 72816, 72817, 72818, 72823, 72824, 72825, 72826, 72827, 72828, 72830, 72836 and 72838 if the person is: (a) a private patient of a recognised hospital; or (b) a private patient of a hospital who receives the service or services from a prescribed laboratory.",,,,,1.80,2.05,
73926,,01.05.2007,,6,P10,,,S,N,,N,N,N,N,N,N,N,C,01.05.2007,01.01.2013,8.20,,,,,,,,,,01.05.2012,"Initiation of a patient episode that consists of 1 or more services described in items 72813, 72816, 72817, 72818, 72823, 72824, 72825, 72826, 72827, 72828, 72830, 72836 and 72838 (in circumstances other than those described in item 73927) from a person who is not a patient of a hospital.",,,,,6.15,7.00,
73927,,01.05.2007,,6,P10,,,S,N,,N,N,N,N,N,N,N,C,01.05.2007,01.01.2013,2.40,,,,,,,,,,01.05.2012,"Initiation of a patient episode by a prescribed laboratory that consists of 1 or more services described in items, 72813, 72816, 72817, 72818, 72823, 72824, 72825, 72826, 72827, 72828, 72830, 72836 and 72838 from a person who is not a patient of a hospital.",,,,,1.80,2.05,
73928,,01.05.2007,,6,P10,,,S,N,,N,N,N,N,N,N,N,C,01.05.2007,01.01.2013,5.95,,,,,,,,,,01.07.2008,"Initiation of a patient episode by collection of a specimen for 1 or more services (other than those services described in items 73922, 73924 or 73926) if the specimen is collected in an approved collection centre. Unless item 73920 or 73929 applies",,,,,4.50,5.10,
73929,,01.05.2007,,6,P10,,,S,N,,N,N,N,N,N,N,N,C,01.05.2007,01.01.2013,2.40,,,,,,,,,,01.05.2007,"Initiation of a patient episode by collection of a specimen for 1 or more services (other than those services described in items 73922, 73924 or 73926) if the specimen is collected by an approved pathology practitioner for a prescribed laboratory or by an employee of an approved pathology authority, who conducts a prescribed laboratory, if the specimen is collected in an approved pathology collection centre",,,,,1.80,2.05,
73930,,01.05.2007,,6,P10,,,S,N,,N,N,N,N,N,N,N,C,01.05.2007,01.01.2013,5.95,,,,,,,,,,01.05.2007,"Initiation of a patient episode by collection of a specimen for a service for 1 or more services (other than those services described in items 73922, 73924 or 73926) if the specimen is collected by an approved pathology practitioner or an employee of an approved pathology authority from a person who is an in-patient of a hospital other than a recognised hospital. Unless item 73931 applies",,,,,4.50,5.10,
73931,,01.05.2007,,6,P10,,,S,N,,N,N,N,N,N,N,N,C,01.05.2007,01.01.2013,2.40,,,,,,,,,,01.05.2007,"Initiation of a patient episode by collection of a specimen for 1 or more services (other than those services described in items 73922, 73924 or 73926) if: () the specimen is collected by an approved pathology practitioner for a prescribed laboratory or by an employee of an approved pathology authority, who conducts a prescribed laboratory, from a person who is a private patient in a hospital or () the person is a private patient in a recognised hospital and the specimen is collected by an approved pathology practitioner or an employee of an approved pathology authority",,,,,1.80,2.05,
